0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
4.45038404688185,-2.099964785558661,-0.6957016487322988,-0.4335267554925242,-1.0569432279170807,-0.1789746072501169,-0.27048931712790314,-0.0922202614015316,-0.09595707881037929,-0.07706663847860784,0.6439284763958615,-0.14051267237950166,-1.154854002203598,0.10213866019717073,-0.5531811852840036,-0.20767608374691887,-0.08952573844954509,0.14634281396545704,0.01728020436501497,0.05328459994408365,0
-4.381195042696435,-0.9182159516200802,0.6413119080340456,-0.4533704396908261,0.7962241230612157,-0.16817980566094845,0.4552649650151905,-0.17045447948040487,0.2482747558592832,0.5531971495903214,0.08538482142071868,-0.6245663363408905,0.04299020764016604,0.16380539888785572,-0.18319644091485637,0.3513799312000358,-0.13747488582735615,-0.10619151580728696,-0.2008421086036801,-0.018912524580379012,1
-2.5086996293340995,2.6812845364492355,1.366797318777926,-1.5701753640225045,-3.597389334385275,2.1240183256845064,0.4633721668657451,1.2607593922742781,-0.14183980951170136,-1.3897803468676981,-0.10197273159505256,0.35897916293470217,0.1135994933751195,0.3355422350293396,0.5287171734868564,-0.5166230943109382,-0.5013012142517804,0.14842493249384173,0.2680951016009787,-0.1991379816434779,1
2.109879290555943,-2.5554539969169783,-1.6291401692555298,-0.1687849403620272,0.09093131785827581,-0.03468987507317398,-0.3576402543398429,-0.01606222270320142,-0.06244853565140586,-0.3733748076613376,0.4406090608794222,0.0244782782789904,-0.2664009294169276,-0.22232739840671098,-0.016571145702772138,-0.052997190981409155,-0.2245028031926227,0.08373327407943593,0.1966253713579389,0.047117967419949905,0
3.1568137008899084,3.4615839313403955,-3.0873181996898147,0.43390636461194737,-1.3807371616231328,0.5044968982481216,-0.1848745758888895,0.9304628839654626,-0.23124665006662487,0.3903170471093952,-0.3717298003770861,0.25376161014149495,0.7201366193230948,0.14360171489813464,-0.2065950951138398,0.3752404051873032,0.0732275509661298,0.024960332995710027,-0.28118141787466305,0.03835962554392636,0
-1.9613030855751796,1.8554029883941576,-1.9141701862663711,-1.1784241166059648,1.140989858810183,-0.42329574250461427,1.343091175575019,0.5138455170302538,0.0072710600881903285,-0.27560912240767926,-0.5947039658732456,-0.18248649396931116,0.35342823548551144,0.6123015999563188,0.3552121503896673,-0.43556020443896065,-0.09424340541343482,0.20545091482077782,-0.015580387565102917,0.036967217270818156,1
-1.297131480993963,3.5056512981290364,1.1863248652509903,-0.690031164286636,0.14478864096429067,-0.8833601250784594,0.28771209456611374,-0.2978883182582697,0.5033893423980172,-0.06234391611717106,-0.05500147796720813,0.5215064345666989,-0.3009847811668101,-0.09317023164177286,0.020017485369007736,0.14850269191333473,-0.04909071514984903,0.35619942848712166,-0.19855242605159612,0.06263831263765325,1
7.003325835567837,0.7761261011895849,-1.2078605944430711,-0.6623662674648265,1.9940764515302056,-1.535564974802543,0.6626799723549953,-1.0195297921506772,0.19588302488858758,0.04677390468236407,0.41865988707200447,-0.5247731807349585,-0.3471486276572518,-0.03231471849337651,0.7774531090245367,-0.750952146598978,-0.3466646321956781,0.24294457997801908,0.0383719035039079,0.17196981972985467,0
8.893182713112008,-0.3031191452650702,0.2453770408803996,0.9438647721593149,0.84889767918361,-0.11765991565872883,-2.7886324222548153,-0.23748788691593592,0.26154632047932336,-0.2660345458980872,0.07633384019568913,-0.30707638991829267,1.181810336312277,-0.24923211098654102,0.27149269009439553,-0.06538262968837759,0.341099040445564,0.3111642067026169,0.14990208744783756,0.3393261175403651,0
-3.290492399321497,-1.1360058735308227,0.1699550182192208,0.8892190927460552,0.8321503362768683,0.6537500019939236,-0.12360421422037815,-0.4468096042100056,0.5848253442228104,0.2494392367656115,0.7594817541340757,-1.028064482079646,0.004524753111378045,0.048698472337536755,-0.11617749498873699,0.1159950643806817,0.25512539451465344,-0.04933341204636881,0.09391348673690038,-0.15791134740508855,1
-2.2722223169648754,-1.2015043874108124,-0.07427564803865433,-1.4654213901542934,-0.14373165132800783,-0.185517298954106,-0.6275933673566337,-0.06713724830403087,-0.4631905434411214,0.2362914923201014,0.010860718677877319,0.1679330451609044,0.14028069690998418,0.0653541988644336,0.18973325530011195,0.08108562144988021,-0.1531068215560324,0.10702205249812778,0.0681265723030283,0.010927830798717966,1
